0 0 0
0.0909091 0.170031 0.506205
0.181818 0.340062 0.655869
0.272727 0.375943 0.661888
0.363636 0.357778 0.610032
0.454545 0.317837 0.53486
0.545455 0.269123 0.450293
0.636364 0.216874 0.361942
0.727273 0.163201 0.272066
0.818182 0.108955 0.181576
